,rating,reviewContent,clean_reviewContent
7290,3,"langsung dicoba. langsung sangat puas. bangga karena di desa saya, baru saya yang mempunyai tv android. mantulllll.....",langsung coba langsung sangat puas bangga karena di desa saya baru saya yang punya televisi android mantulllll
7291,2,"barang sih bagus...cuman dalam pengiriman banyak ketidakpastian kapan sampai nya, udah gitu tanya ke cs lazada ttg kapan bisa sampai,  jawabannya cuman apakah transaksi mau dibatalkan saja, hmm solusi yg bagus :|",sih bagus cuma dalam kirim banyak ketidakpastian kapan sampai sudah begitu tanya ke cs lazada ttg kapan bisa sampai jawab cuma apakah transaksi mau batal saja hmm solusi yang bagus
7292,4,"Tv sudah diterima dengan baik,pengiriman sedikit terlambat, tapi promo lazada free berlangganan iflix nya kok belum dikirkm2 ya? Katanya 14 hari dari pembelian.",televisi sudah terima dengan baik kirim sedikit lambat tapi promo lazada free langgan iflix kok belum dikirkm ya kata hari dari beli
7293,5,"Barang bagus, menurut saudara saya gambarnya jernih dan ga ribet pasangnya krn dia menggunakan WIFI. Tks Xiaomi, moga2 TVnya tahan lama.",bagus turut saudara saya gambar jernih dan tidak ribet pasang karena dia guna wifi terimakasih xiaomi moga tvnya tahan lama
7294,1,"Saya sebagai costumer tetap LAZADA kecewa dengan pelayanan yang tidak ada response dari email, CS, ataupun  keluhan2 atau Ulasan2 yang telah saya sampaikan termasuk kualitas yang tidak sesuai dan tidak dapat dipergunakan, LAZADA hanya diam saja tidak membantu costumer untuk melanjutkan kepada sellers apalagi refund ?",saya bagai costumer tetap lazada kecewa dengan layan yang tidak ada response dari email cs atau keluh atau ulas yang telah saya sampai masuk kualitas yang tidak sesuai dan tidak dapat guna lazada hanya diam saja tidak bantu costumer untuk lanjut kepada sellers apalagi refund
7295,2,Kecepatan pengiriman Oke .. cuman Packing kayu nya kurang safety. harga dan ongkir seharusnya udah di kasih packing kayu. kalau bisa jangan lakban lazada..,cepat kirim oke cuma packing kayu kurang safety harga dan ongkir harus sudah di kasih packing kayu kalau bisa jangan lakban lazada
7296,1,"biasa saja. smart tv yg sangat standart, nanggung rasa nya klu mau nyari smart tv. untuk dongle aja ribet harus pake internet segala lah harus sesama xiomi lah. smart goblok",biasa saja smart televisi yang sangat standart nanggung rasa kalau mau nyari smart televisi untuk dongle saja ribet harus pakai internet segala lah harus sama xiomi lah smart goblok
7297,2,"tvnya sampai,kok hadiah bracketnya dibilang batal yah?apakah tidak jadi dikirim?thx",tvnya sampai kok hadiah bracketnya bilang batal yah apakah tidak jadi kirim terimakasih
7298,4,"barang sudah diterima, pengiriman ok 2 hari sampai, akan lebih baik jika double pack n di buble rapping. belum sempat dicek isinya... semoga mantap. oya untuk  6 bulan free hooq dll gimana cara klemnya ya... btw ok, thanks lazada.",sudah terima kirim hari sampai akan lebih baik jika double pack di buble rapping belum sempat cek isi moga mantap oya untuk bulan free hooq dan lain bagaimana cara klem ya ngomong ngomong terimakasih lazada
7299,1,"Pengiriman sesuai prediksi, ternyata TV nya made in jawa, bukan import atau dari batam.  Posisi kirim spt nya terbalik kalo lihat gambar fragile nya.  Semoga berfungsi baik, sy belum nyala kan",kirim sesuai prediksi nyata televisi made in jawa bukan import atau dari batam posisi kirim seperti balik kalau lihat gambar fragile moga fungsi baik saya belum nyala kan
7300,3,setelah nunggu 8 hari akhirnya sampai juga.,telah nunggu hari akhir sampai juga
7301,5,Diterima dengan selamat.. Mantap dapet harga 1.8,terima dengan selamat mantap dapet harga
7302,5,"tksh ya brg sdh sampe hanya 22jam sejak pembayaran sy lakukan, brg ok, pokonya luar bisa mantap",tksh ya sudah sampai hanya jam sejak bayar saya laku poko luar bisa mantap
7303,5,Barang oke dan ori. cuma sayang packing tidak dilengkapi dengan kayu .. cuma bubble.,oke dan original cuma sayang packing tidak lengkap dengan kayu cuma bubble
7304,1,"Barang Bagus kualitas material standart, yg bikin nilai plus itu OS nya, cuma free HOOQ nya gimana ya??? naik rate kalo udah ada kejelasannya",bagus kualitas material standart yang bikin nilai plus itu os cuma free hooq bagaimana ya naik rate kalau sudah ada jelas
7305,4,"bagus, tp ga bisa cara pakainya.. dan tidak dpt gratis paket HOOQ",bagus tetapi tidak bisa cara pakai dan tidak dapat gratis paket hooq
7306,5,"pengiriman cepat tgl 31 mesenya besoknya dateng, paking nya lumayan apalagi kalo pake kayu, cuman pengirimanya kirain pake mobil ternyata pake motor kan kasian kepanasan tv nya, tapi tv nya Alhamdulillah gak papah, baik"" ajah thanks lazada",kirim cepat tanggal mesenya besok datang paking lumayan apalagi kalau pakai kayu cuma pengirimanya kirain pakai mobil nyata pakai motor kan kasihan panas televisi tapi televisi alhamdulillah tidak papah baik saja terimakasih lazada
7307,4,"Alhamdulillah barang telah sampai, pelayanan dr Coocanya baik namun dalam pengiriman sekitar 2 mingguan, karna saya order pada saat 12.12 dan baru sampai tanggal 26. Kualitas Tv bagus dan aman saat pengiriman walaupun cuma pakai bubble wrap. tapi tetap worth it",alhamdulillah telah sampai layan dari coocanya baik namun dalam kirim sekitar minggu karena saya order pada saat dan baru sampai tanggal kualitas televisi bagus dan aman saat kirim walaupun cuma pakai bubble wrap tapi tetap worth it
7308,3,"Barang Ok,Nyampe dengan selamat. kurir nya jg Ok,Ramah Ke Customer. Namun kendala di ESTIMASI,Pengiriman Telat dan jauh sekali dengan tanggal ESTIMASI yg telah ditentukan. Barang Sampai melewati ESTIMASI nya, setelah 4 hari ESTIMASI yg telah ditentukan,baru lah barang sampai tujuan.",sampai dengan selamat kurir juga ramah ke customer namun kendala di estimasi kirim telat dan jauh sekali dengan tanggal estimasi yang telah tentu sampai lewat estimasi telah hari estimasi yang telah tentu baru lah sampai tuju
7309,4,"pengiriman lama, gambar gak jelas kalo antena nya gak bagus so mending persiapan beli antena yg bagus dulu tapi boleh lah ya buat tv murah2",kirim lama gambar tidak jelas kalau antena tidak bagus jadi mending siap beli antena yang bagus dulu tapi boleh lah ya buat televisi murah
7310,5,"Barang sudah diterima dengan baik, lihat saja bungkusannya. Gak perlu olahraga lagi, udah keringetan bukannya hehehe... Barang dapat berfungsi dengan baik, termasuk untuk penggunaan komputer. Semoga awet... Terima kasih...",sudah terima dengan baik lihat saja bungkus tidak perlu olahraga lagi sudah keringetan bukan hehehe dapat fungsi dengan baik masuk untuk guna komputer moga awet terima kasih
7311,3,"Paket sudah mendarat,sangat di sayangkan paket elektronic seperti ini di antarkan menggunakan sepeda motor,,tumpang tindih dengan barang2 yang lain,,intinya kecewa dengan cara pengirimannya,selebihnya the best,cucok untuk ruangan kecil seperti istanaku ini😛😛😛",paket sudah darat sangat di sayang paket elektronic seperti ini di antar guna sepeda motor tumpang tindih dengan yang lain inti kecewa dengan cara kirim lebih the best cocok untuk ruang kecil seperti istana ini
7312,5,"Alhamdulillah, barang sampai kurang dari 24 jam, pengiriman puas.  Tv sesuai dgn ekspektasi, gambar jelas. Hanya suara kurang stereo",alhamdulillah sampai kurang dari jam kirim puas televisi sesuai dengan ekspektasi gambar jelas hanya suara kurang stereo
7313,1,Bari terima kondisinya buruk sekali...padahal dus kemasan baik2 saja...,bari terima kondisi buruk sekali padahal dus kemas baik saja
7314,5,mantap barang sesuai yg di harapkan...rekomendid bgt trim lazada,mantap sesuai yang di harap rekomendid banget trim lazada
7315,2,buku garansinya seperti apa ya contohnya? soalnya saya cari buku garansinya tidak ada,buku garansi seperti apa ya contoh soal saya cari buku garansi tidak ada
7316,5,"dapet pas flashsale, dengan harga 1jt lebih dikit, manteb banget nih tv, mudah""an awet aamiin",dapet pas flashsale dengan harga jt lebih sedikit mantap banget nih televisi mudah awet aamiin
7317,4,"Packing rapi dan aman, kekurangannya klo play file film resolusi tdk bisa menyesuaikan dgn layar, selebihnya bagus, semiga awet",packing rapi dan aman kurang kalau play file film resolusi tidak bisa sesuai dengan layar lebih bagus semiga awet
7318,5,"paket sudah diterima dengan aman, barang sesuai, packing rapi...cuma agak ada sedikit keterlambatan, pesanan 1 orderan dikirim menjadi 2, yang 24 inch sesuai dengan pengiriman yang di pinta",paket sudah terima dengan aman sesuai packing rapi cuma agak ada sedikit lambat pesan order kirim jadi yang inch sesuai dengan kirim yang di pinta
7319,4,"Sempat ragu dengan packingnya yang cuma pake bubble wrap karena pengiriman yang jauh, tapi setelah dicoba produknya aman tanpa kekurangan",sempat ragu dengan packingnya yang cuma pakai bubble wrap karena kirim yang jauh tapi telah coba produk aman tanpa kurang
7320,3,"barang telah diterima , TV nya bagus udah dicoba dalam kondisi baik ...tapi sayang tidak di packing kayu...",telah terima televisi bagus sudah coba dalam kondisi baik tapi sayang tidak di packing kayu
7321,3,"packaging rapi, barang digunakan gambarnya bagus dan tajam, suara ga cempreng cempreng amat. semoga awet.",packaging rapi guna gambar bagus dan tajam suara tidak cempreng cempreng amat moga awet
7322,5,"barang sampai dengan selamat, semoga awet dan pengirimannya menggunakan bubble wrap saja",sampai dengan selamat moga awet dan kirim guna bubble wrap saja
7323,5,Barang bagus,bagus
7324,2,"barang murah tp ga murahan, gambar lumayan ok tp pixelnya kurang besar jd detail gambar masih pecah2, beli barang tp ga dapet kartu garansi, seller ga bertanggung jawab !!!",murah tetapi tidak murah gambar lumayan tetapi pixelnya kurang besar jadi detail gambar masih pecah beli tetapi tidak dapet kartu garansi jual tidak tanggung jawab
7325,4,"tv terlalu terang, jadi harus jaga jarak.l kallau menonton kurang cocok jadi monitor PC, kerapatan layar kurang memadai untuk dilihat jarak dekat sesuai hargalah",televisi terlalu terang jadi harus jaga jarak l kallau tonton kurang cocok jadi monitor pc rapat layar kurang pada untuk lihat jarak dekat sesuai harga
7326,3,"Paket diterima keadaan baik, terbungkus packing kayu  dan bubble wrap. Dites dgn hasil baik sesuai harapan. Next mohon ditingkatkan lagi kecepatan pengirimannya.  Order 8/8 baru masuk ekspedisi 11/8 tiba 15/8 dari estimasi max 13/8, come on.. You can do better than this. Trims buat CS Lazada & JNE yg sangat membantu. Thanks.",paket terima ada baik bungkus packing kayu dan bubble wrap tes dengan hasil baik sesuai harap next mohon tingkat lagi cepat kirim order baru masuk ekspedisi tiba dari estimasi maksimal come on kamu dapat do better than this trims buat cs lazada jne yang sangat bantu terimakasih
7327,4,"TV sudah diterima walaupun sedikit kecewa karena pengiriman pertama gagal, padahal pas itu ada diskon terpaksa pesan lagi yang kedua kalinya dan harganya lebih mahal. untuk TV 📺 nya bagus sih buat nonton USB juga work. Semoga awet aja 🙏🙏🙏",televisi sudah terima walaupun sedikit kecewa karena kirim pertama gagal padahal pas itu ada diskon paksa pesan lagi yang dua kali dan harga lebih mahal untuk televisi bagus sih buat nonton usb juga kerja moga awet saja
7328,5,puas blnja disini,puas belanja sini
7329,5,Mantaaaaap mantuuul pokoknya. cuma saja gaada kartu garansi. Overall okee,mantaaaaap mantuuul pokok cuma saja tidak ada kartu garansi overall okee
7330,5,keren banget txhu,keren banget txhu
7331,2,soal tv ok banget tapi tidak dengan kurir yg amat lama 16 hari saya baru menerima barang,soal televisi banget tapi tidak dengan kurir yang amat lama hari saya baru terima
7332,2,"lexnya dtng mlm bgt, jd barang yg terima orang d rmh!!! blm d cek",lexnya dtng malam banget jadi yang terima orang d rumah belum d cek
7333,4,Barang bagus sesuai harganya,bagus sesuai harga
7334,3,ok lah.....,lah
7335,4,"masih vrlum dicoba karena masih diluar kota, semoga aman aman aja",masih vrlum coba karena masih luar kota moga aman aman saja
7336,5,"mantaf barang udah ketwrima dengan selmaat, puas banget dehh,  tekomen banget",mantap sudah ketwrima dengan selmaat puas banget dehh tekomen banget
7337,1,nyampenya lama,nyampenya lama
7338,3,usb tidak berfungsi.... dan tv gampang panas.,usb tidak fungsi dan televisi gampang panas
7339,2,"tolong dong cs utk pro aktif layani konsumen,,, br 1 bln beli tv,, led nya rusak....",tolong dong cs untuk pro aktif layan konsumen br bulan beli televisi led rusak
7340,5,"belum pernah pake tv ini, semoga awet kelebihan dari tv coocaa ini ada HDMI dan USB utk uk 24 """,belum pernah pakai televisi ini moga awet lebih dari televisi coocaa ini ada hdmi dan usb untuk uk
7341,5,mantap beli kedua kalinya... dg pengirim dan barang okey. terimakasih lazada.,mantap beli dua kali dengan kirim dan okey terimakasih lazada
7342,5,keren,keren
7343,4,"barang bagus dan ori walau pengiriman agak lama, tp overall puas dengan barang ini. thx lazada",bagus dan original walau kirim agak lama tetapi overall puas dengan ini terimakasih lazada
7344,3,gambarnya mecah,gambar mecah
7345,4,"Barang sesuai pesanan, untuk ps4 lancar",sesuai pesan untuk ps lancar
7346,3,"Paket diantar pakai, kotak kayu, bagus",paket antar pakai kotak kayu bagus
7347,2,bagus cuman usb nya ga jalan,bagus cuma usb tidak jalan
7348,3,"alhamdulillah tv y dtg dg normal tp agk kecewa krn segel garansi coocaa y udh rusak,,nnti bs claim garansi pa gk klo segel y rusak?",alhamdulillah televisi y datang dengan normal tetapi agak kecewa karena segel garansi coocaa y sudah rusak nnti bisa claim garansi pa tidak kalau segel y rusak
7349,4,"pesan tanggal 26, pilih kiriman Express dikirim NinjavaniD nyampe tanggal 28 Desember. packingan pake bublewrap tebel, oke lah kalo jarak deket ini. buka langsung dicoba TVnya, di Cikarang dapet siaran digital 28channel (hanya 18 yang ane simpen, selebihnya ane hapus krna gak suka). coba play film pake Flashdisk 32Gb oke, cuma subtitle tulisannya buram, susah diliat. dan kalo play film resolusi 1080p gambarnya jadi aneh, bintik2 gitu krna TVnya cuma HD ready. bagusnya udah support file video H.265 / HVEC, cuman gambarnya jadi lebih buram, beda kalo pake file .MKV . tes konekkin laptop ke TV via kabel HDMI lancar, cuma ya itu sebatas HD ready aja , kalo diset ke 1080p tampilannya jadi aneh, huruf dan iconnya jadi kecil dan malah buram. yang paling bikin ane sebel, port audio out 3.5mm nya kalo dipake suaranya gak jelas, berdenging, biarpun jack dari speaker external udah dimasukkin mentok ke port di TVnya. itu aja kekurangannya, cukup whorted lah harga 1.8k dapet TV 32"" udah support digital",pesan tanggal pilih kirim express kirim ninjavanid sampai tanggal desember packingan pakai bublewrap tebal oke lah kalau jarak dekat ini buka langsung coba tvnya di cikarang dapet siar digital channel hanya yang saya simpan lebih saya hapus karena tidak suka coba play film pakai flashdisk oke cuma subtitle tulis buram susah lihat dan kalau play film resolusi p gambar jadi aneh bintik begitu karena tvnya cuma hd ready bagus sudah support file video h hvec cuma gambar jadi lebih buram beda kalau pakai file mkv tes konekkin laptop ke televisi via kabel hdmi lancar cuma ya itu batas hd ready saja kalau set ke p tampil jadi aneh huruf dan iconnya jadi kecil dan malah buram yang paling bikin saya sebel port audio out mm kalau pakai suara tidak jelas denging biarpun jack dari speaker external sudah dimasukkin mentok ke port di tvnya itu saja kurang cukup whorted lah harga k dapet televisi sudah support digital
7350,5,Barang nyampek dengan slamat dn pengiriman sangat cepat.barang bagus dn sy puas.trima kasih lazada.... Maju terus dan makin sukzes lazada....,nyampek dengan selamat dan kirim sangat cepat bagus dan saya puas trima kasih lazada maju terus dan makin sukzes lazada
7351,3,"Tv pesanan saya telah sampai dan tidak ada cacat, trima kasih lazada, tapi agak kecewa dengan jasa paketnya ninja xpress lambat dan banyak alasan, kalau bisa untuk pengiriman wilayah jogja da jawa tengah jangan pakai jasa ninja xpress trima kasih",televisi pesan saya telah sampai dan tidak ada cacat trima kasih lazada tapi agak kecewa dengan jasa paket ninja xpress lambat dan banyak alas kalau bisa untuk kirim wilayah jogja da jawa tengah jangan pakai jasa ninja xpress trima kasih
7352,2,"pengiriman sangat lama dari estimasi... padahal harusnya barang di kirim bareng sama yg 40inch karena pesen 2 di orderan sama. tapi,pengiriman beda... klo produk juara.",kirim sangat lama dari estimasi padahal harus di kirim bareng sama yang inch karena pesan di order sama tapi kirim beda kalau produk juara
7353,5,"Barang sesuai ,estimasinya cpt kurir ramah ,recomendasi lah",sesuai estimasi cepat kurir ramah recomendasi lah
7354,3,"TV sudah diterima dan sudah dicoba, hasilnya sesuai harga hanya saja pengiriman oleh ekspedisi agak terlambat, harus diterima pada hari pemesanan namun baru keesokan hari baru diterima itupun setelah menghubungi ekspedisi",televisi sudah terima dan sudah coba hasil sesuai harga hanya saja kirim oleh ekspedisi agak lambat harus terima pada hari mesan namun baru esok hari baru terima itu telah hubung ekspedisi
7355,4,"sip, hanya butuh perkembangan saat delivery paket untuk di hari yang sama (kalau bisa pemesanan dibawah jam 8 pagi, barang bisa di terima sebelum malam)",sip hanya butuh kembang saat delivery paket untuk di hari yang sama kalau bisa mesan bawah jam pagi bisa di terima belum malam
7356,5,barang udh nyampay tpi blm sempet dicoba..tv ni bisa ditempel didi2ng gk sik ka,sudah nyampay tapi belum sempet coba televisi bisa tempel diding tidak sik ka
7357,5,unit bagus... cuman sedikit terkecoh karna pas mau beli diketerangan produk tertulis spec teknisnya nya dvb-t2 dvb-s2... hiks,unit bagus cuma sedikit kecoh karena pas mau beli terang produk tulis spec teknis dvb t dvb s hiks
7358,4,"barang bagus... gambar terang, semua berfungsi, ternyata tv digital nya harus pakai antena digital... cukup puas... 👍",bagus gambar terang semua fungsi nyata televisi digital harus pakai antena digital cukup puas
7359,5,"Barangnya Mantap, ringan banget... sesuai gambar kok... meskipun harga murah tapi gak murahan.. Mantap deh",barang mantap ringan banget sesuai gambar kok meski harga murah tapi tidak murah mantap deh
7360,5,"selamat sampai tujuan .. barang ok hasil memuaskan dan pasti nya sangat di rekomendasikan untuk berbelanja disini... thx lazada,ninja,dan coocaa",selamat sampai tuju hasil muas dan pasti sangat di rekomendasi untuk belanja sini terimakasih lazada ninja dan coocaa
7361,3,Entahlah selalu bermasalah sama ninja express . Fisik tv bagus dan mulus . Cuma belom di coba overall berfungsi atau engganya,entah selalu masalah sama ninja express fisik televisi bagus dan mulus cuma bom di coba overall fungsi atau engganya
7362,3,"minim informasi pengriman, no resi pas di cek ga sesuai dengan informasi pas kita cek ke cs ninja xpress. tapi untuk packing Ok",minim informasi rim nomor resi pas di cek tidak sesuai dengan informasi pas kita cek ke cs ninja xpress tapi untuk packing
7363,5,bagus dpt 17 dr flash sale pngiriman 3 hri smpai. blm nyoba dtvnya antenany blm ad 😀,bagus dapat dari flash sale pngiriman hari sampai belum nyoba dtvnya antenany belum ada
7364,4,barang bagus.. packing rapi...pengiriman cepat... semoga awet,bagus packing rapi kirim cepat moga awet
7365,3,kok sering muncul suara tet tet. tiap detiknya ya apa bisa dretur,kok sering muncul suara tet tet tiap detik ya apa bisa dretur
7366,2,"Packing baik dan save, tapi Pengiriman tidak sesuai jadwal yang ditentukan.",packing baik dan save tapi kirim tidak sesuai jadwal yang tentu
7367,5,"Pemrograman tv digitalnya agak sulit.  Kecepatan pengiriman jempoll 5, malam order pagi sampe rumah",pemrograman televisi digital agak sulit cepat kirim jempoll malam order pagi sampai rumah
7368,5,Mantul - mantap betul,mantul mantap betul
7369,1,barangnya blm di terima,barang belum di terima
7370,5,"mantul!!! senin pagi pesan selasa sore datang,barang sesuai deskripsi",mantul senin pagi pesan selasa sore datang sesuai deskripsi
7371,5,"mantaf, pengiriman lumayan cepat. not bad lah untuk harga segini",mantap kirim lumayan cepat not bad lah untuk harga gin
7372,5,"So far so good, pengirimannya juga cepat, saking cepatnya saya ga sadar udah sampe.",jadi far jadi good kirim juga cepat saking cepat saya tidak sadar sudah sampai
7373,3,Lumayan bagus. DVB-T2 tp blm DVB-S2,lumayan bagus dvb t tetapi belum dvb s
7374,3,sudah diterima tepat waktu...siip.... Belum dicoba,sudah terima tepat waktu siip belum coba
7375,4,"semua oke.. cepet banget sampenya ,cuma baut nya kurang 1.. semoga awet...",semua oke cepat banget sampenya cuma baut kurang moga awet
7376,3,"bahannya tipis, pasag ddindingaga was2 takut pecah psg breket, gk dpat baut xtra bt breket jg.",bahan tipis pasag ddindingaga was takut pecah psg breket tidak dapat baut xtra bt breket juga
7377,5,Mantap walau lama sampe ke papua,mantap walau lama sampai ke papua
7378,5,"produk sangat bagus,, bezel less suara cukup ok.. pengiriman cepat.. satu hari sudah sampai.. bubblewarp bisa lebih tebal lagi agar semakin aman.. sejauh ini semua lancar,, trims coocaa lazada..",produk sangat bagus bezel less suara cukup kirim cepat satu hari sudah sampai bubblewarp bisa lebih tebal lagi agar makin aman jauh ini semua lancar trims coocaa lazada
7379,5,"ninja expres 3 hari sampe, pengiriman dari sidoarjo ke sragen, walau cuma dibungkus bublewrap barang aman sampe tujuan, semoga barang awet",ninja expres hari sampai kirim dari sidoarjo ke sragen walau cuma bungkus bublewrap aman sampai tuju moga awet
7380,1,Barang sampai 5 hari tanpa packing kayu. setelah di cek sangat mengecewakan. layar nya ada bayang-bayangan hijau. kartu garansi jufa tidak ada.. tolong gimana caranya biar bisa ditukar dengan unit yg baru atau dikembalikan uang saja..,sampai hari tanpa packing kayu telah di cek sangat kecewa layar ada bayang bayang hijau kartu garansi jufa tidak ada tolong bagaimana cara biar bisa tukar dengan unit yang baru atau kembali uang saja
7381,3,"tv sudah sampai tapi kurir yang ada di kota Lubuklinggau, dari ninja ekspres kurang sopan, 1. disuruh ambil sendiri di loket. 2. waktu mengantar paket tidak ramah. harap diperhatikan lagi. terimakasih",televisi sudah sampai tapi kurir yang ada di kota lubuklinggau dari ninja ekspres kurang sopan suruh ambil sendiri di loket waktu antar paket tidak ramah harap perhati lagi terimakasih
7382,4,"Barang sesuai deskripsi dan pesanan, sayangnya pengiriman agak lama harus transit dulu ke jakarta gak langsung ke banjarmasin, dan pakingnya gak pakai kayu syukurnya TV nya di tes Normal semua.",sesuai deskripsi dan pesan sayang kirim agak lama harus transit dulu ke jakarta tidak langsung ke banjarmasin dan paking tidak pakai kayu syukur televisi di tes normal semua
7383,3,"pas di terima paketnya rusak plastiknya,minta di cek takut knapa2,lagipula COD eh kurir JNE nolak,misalnya klo rusak bisa di refund,padahal biasanya barang datang bisa cek kondisi dalamnya ini malah gak boleh,untungnya pas di coba dan kondisi dalamnya aman.dikirain saya kemasannya pakai packing Kayu,3 hari baru sampai bagi saya lama tuk ke tangerang.biasanya pesan malam besok pagi datang,ini harus tanya cs lazada barang dalam proses,tingkatkan lagi pengirimannya",pas di terima paket rusak plastik minta di cek takut kenapa lagipula bayar saat kirim eh kurir jne tolak misal kalau rusak bisa di refund padahal biasa datang bisa cek kondisi dalam ini malah tidak boleh untung pas di coba dan kondisi dalam aman dikirain saya kemas pakai packing kayu hari baru sampai bagi saya lama tuk ke tangerang biasa pesan malam besok pagi datang ini harus tanya cs lazada dalam proses tingkat lagi kirim
7384,4,"Bubble wrapnya ada sedikit robek, tapi untungnya TV normal. Semoga Coocaanya awet. Terima kasih Lazada dan kurirnya yang antar juga baik minta diantar siang tapi pagi sudah datang..",bubble wrapnya ada sedikit robek tapi untung televisi normal moga coocaanya awet terima kasih lazada dan kurir yang antar juga baik minta antar siang tapi pagi sudah datang
7385,4,"PLUS: harga murah pas 12.12, pengiriman cepat 2 hari sampai tujuan, kualitas gambar full hd mantab, kualitas suara lumayan tp pake audio eksternal lbh mantab. MINUS: gak support file film mp4 dari usb flashdisk",plus harga murah pas kirim cepat hari sampai tuju kualitas gambar full hd mantap kualitas suara lumayan tetapi pakai audio eksternal lebih mantap minus tidak support file film mp dari usb flashdisk
7386,5,"Barang di terima dengan selamat, tanpa ada cacat sedikutpun, walaupun pengiriman agak lama, Recomendet seller 👌",di terima dengan selamat tanpa ada cacat sedikutpun walaupun kirim agak lama recomendet jual
7387,2,"barang sudah sampai, tp tanpa packing kayu. cukup was-was, untung tidak ada yg pecah. tp saya menerima tv dgn stiker garansi coocoa yg sudah terlepas. bagaimana ini? nanti klo ada apa2 sy nggak bisa klaim garansi lg",sudah sampai tetapi tanpa packing kayu cukup was was untung tidak ada yang pecah tetapi saya terima televisi dengan stiker garansi coocoa yang sudah lepas bagaimana ini nanti kalau ada apa saya tidak bisa klaim garansi lagi
7388,2,"batang sudah sampai, tp tanpa packing kayu. cukup was-was, untung tidak ada yg pecah. tp saya menerima tv dgn stiker garansi coocoa yg sudah terlepas. bagaimana ini? nanti klo ada apa2 sy nggak bisa klaim garansi lg",batang sudah sampai tetapi tanpa packing kayu cukup was was untung tidak ada yang pecah tetapi saya terima televisi dengan stiker garansi coocoa yang sudah lepas bagaimana ini nanti kalau ada apa saya tidak bisa klaim garansi lagi
7389,2,"baru unboxing, koq aku ga dapet kabel hdmi nya yaa, mesti beli senditi apa udah termasuk dalam dus tvnya gan??",baru unboxing koq saya tidak dapet kabel hdmi yaa mesti beli senditi apa sudah masuk dalam dus tvnya juragan
7390,4,gambar nya mantap semoga awet,gambar mantap moga awet
7391,2,"Barang: Barang menghantarkan listerik, warna tidak cerah, menurut kami tidak sesuai dengan deskripsi yamg begitu hebohnyaa. Harga: Dapat flash sale, sayang sepertinya kami dapat kwalis barang yang murahan. Pengiriman: - prinsip tidak kehati-hatian, cuma plastik bubble. - Untuk jakarta timur. Cukup lama menunggu kisaran 4 hari, tidak seperti customer lainnya yang 1 hari sampai",hantar listerik warna tidak cerah turut kami tidak sesuai dengan deskripsi yamg begitu hebohnyaa harga dapat flash sale sayang seperti kami dapat kwalis yang murah kirim prinsip tidak hati hati cuma plastik bubble untuk jakarta timur cukup lama tunggu kisar hari tidak seperti customer lain yang hari sampai
7392,5,Packing sangat aman dan dapat harga promo + free ongkir,packing sangat aman dan dapat harga promo free ongkir
7393,4,"Awal nya sih ragu dan tidak percaya sama nih barang bakalan sampe dengan selamat dan sehat wal'afiat . Apalagi kurir pengiriman barang nya tidak memperbolehkan untuk membuka barang terlebih dahulu sebelum melakukan pembayaran . Begitu di bayar dan di buka , ehmm.. hasil nya tidak mengecewakan sama sekali . Barang nya bagus dan mulus banget cuk , keg anak perawan . oia kartu garansi nya yang mana ya bos ??",awal sih ragu dan tidak percaya sama nih bakal sampai dengan selamat dan sehat wal afiat apalagi kurir kirim tidak boleh untuk buka lebih dahulu belum laku bayar begitu di bayar dan di buka ehmm hasil tidak kecewa sama sekali bagus dan mulus banget cuk keg anak perawan oh iya kartu garansi yang mana ya bos
7394,2,waktu kedatangan tvnya kurang lengkap utk mur pangkon  dudukanya tv... tlg buat manajemen gmn nieh mosok tiap kalee mau nonton tv disenderin ke lemari... hadeh payah,waktu datang tvnya kurang lengkap untuk mur pangkon dudukanya televisi tolong buat manajemen bagaimana nieh mosok tiap kalee mau nonton televisi disenderin ke lemari hadeh payah
7395,4,"sementara bintang 4 dulu ya,krna blm di buka nd dites .. alhamdulillah dpt harga flashsale,jd lumayan jauh dr hrga normal. barang cepat sampai,cuma yg disayangkan kenapa gak di packing kayu ya ? takut trjadi apa2,tp semoga aja nti gak ada kendala ..",sementara bintang dulu ya karena belum di buka nd tes alhamdulillah dapat harga flashsale jadi lumayan jauh dari harga normal cepat sampai cuma yang sayang kenapa tidak di packing kayu ya takut trjadi apa tetapi moga saja nanti tidak ada kendala
7396,3,"Pengiriman ke bali terlalu lama pesan dr tanggal 9 sampainya tanggal 18, bingung barang dah sampai mana tidak ada pemberitahuan keterlambatan",kirim ke bal terlalu lama pesan dari tanggal sampai tanggal bingung sudah sampai mana tidak ada pemberitahuan lambat
7397,4,"TV nya bagus, pengiriman cepat dan aman Namun setelah saya pakai resolusinya kurang kerasa dan juga pada bagian soundnya",televisi bagus kirim cepat dan aman namun telah saya pakai resolusi kurang asa dan juga pada bagi soundnya
